Title,Price,Location,Offer,Rating,Review,No_of_ratings,Discount,Special,City,From_Date,To_Date,Amount
Noor-Us-Sabah Palace,"₹ 6,000",Kohefiza | 7.0 km from Raja Bhoj International,,,,,,"['Free Parking', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"6,000"
Capital O 47403 Hotel Manjeet,₹ 883,Near Bhopal Junction Station | 470 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 218 Off,4.3, (Very Good),537,,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Bhopal,9/8/2021,11/8/2021,883
Hotel Sarthak,"₹ 1,953",Malviya Nagar | 810 m from New Market,Exclusive Offer - HDFC Credit Card Users. Get INR 1855 Off,,,,,"['Conference Room', 'Vehicle Rentals', 'Cafe']",Bhopal,9/8/2021,11/8/2021,"1,953"
Hotel Jyoti,"₹ 1,209",Railway Colony | 370 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 308 Off,3.7, (Good),147,51%,"['Lounge', 'Free Parking', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"1,209"
Hotel 18 Keys,"₹ 2,364",Habib Ganj | 400 m from Kushabhau Thakre Inter State Bus Terminal,Exclusive Offer - HDFC Credit Card Users. Get INR 1148 Off,4, (Very Good),528,30%,"['Butler Services', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"2,364"
The Fern Residency Bhopal,"₹ 5,000",Habib Ganj | 300 m from Kushabhau Thakre Inter State Bus Terminal,Exclusive Offer - HDFC Credit Card Users. Get INR 2428 Off,4.6, (Excellent),321,6%,"['Free Parking', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"5,000"
"Hotel GK Palace, Bhopal.","₹ 1,588",Zone - 2,Exclusive Offer - HDFC Credit Card Users. Get INR 771 Off,4.4, (Very Good),130,16%,"['Free Parking', 'Business Centre', 'Vehicle Rentals']",Bhopal,9/8/2021,11/8/2021,"1,588"
Hotel Shree Vatika,"₹ 1,637",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 795 Off,4.3, (Very Good),205,16%,"['Free Parking', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"1,637"
Hotel Kanha's Palm Springs,"₹ 1,688",Ratanpur,Exclusive Offer - HDFC Credit Card Users. Get INR 820 Off,4, (Very Good),347,24%,"['Kids Play Area', 'Free Parking', 'Business Centre']",Bhopal,9/8/2021,11/8/2021,"1,688"
HOTEL ATISHAY,"₹ 3,760",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 960 Off,4, (Very Good),540,32%,"['Butler Services', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"3,760"
The Hubstreet Hotel,"₹ 1,907",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 1478 Off,4, (Very Good),176,16%,"['Conference Room', 'Vehicle Rentals', 'Kitchenette']",Bhopal,9/8/2021,11/8/2021,"1,907"
Kwality's Motel Shiraz,"₹ 4,136",Maharana Pratap Nagar | 900 m from DB City Mall,Exclusive Offer - HDFC Credit Card Users. Get INR 1055 Off,4.1, (Very Good),378,6%,"['Free Parking', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"4,136"
Hotel Dayal Shree Paradise,"₹ 1,234",Bhanpur | 10.6 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 315 Off,4.1, (Very Good),796,26%,"['Business Centre', 'Free Wi-Fi', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,"1,234"
"MPT Kerwa Resort, Bhopal","₹ 2,482",,Exclusive Offer - HDFC Credit Card Users. Get INR 633 Off,4.4, (Very Good),205,6%,"['Free Parking', 'Free Wi-Fi', 'Lawn']",Bhopal,9/8/2021,11/8/2021,"2,482"
"MPT Wind N Waves Cottages, Bhopal","₹ 3,328",Shymala Hills | 12.4 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 849 Off,4.4, (Very Good),154,6%,"['Free Parking', 'Kids Play Area', 'Free Wi-Fi']",Bhopal,9/8/2021,11/8/2021,"3,328"
Stay inn nest,₹ 943,Habib Ganj,Exclusive Offer - HDFC Credit Card Users. Get INR 730 Off,4.5, (Excellent),127,6%,"['Free Parking', 'Vehicle Rentals', 'Air Conditioning']",Bhopal,9/8/2021,11/8/2021,943
Hotel Alankar Palace,"₹ 1,804",Zone - 2 | 940 m from Bhopal Habibganj Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 460 Off,4.2, (Very Good),111,6%,"['Free Parking', 'ATM', 'Vehicle Rentals']",Bhopal,9/8/2021,11/8/2021,"1,804"
JEHAN NUMA RETREAT CLUB & SPA,"₹ 12,500",Prempura | 16.3 km from Raja Bhoj International,,4.1, (Very Good),43,63%,"['Yoga', 'Indoor Games', 'Free Parking']",Bhopal,9/8/2021,11/8/2021,"12,500"
"MPT Palash Residency, Bhopal","₹ 3,708",TT Nagar | 12.4 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 946 Off,4.3, (Very Good),268,25%,"['Free Parking', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"3,708"
Hotel Rajhans Regent,"₹ 1,174",Habib Ganj | 390 m from Kushabhau Thakre Inter State Bus Terminal,,4.9, (Excellent),160,,"['Butler Services', 'Free Parking', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"1,174"
Hotel Ranjit's Lakeview,"₹ 3,102",Shymala Hills | 570 m from Boat Club,Exclusive Offer - HDFC Credit Card Users. Get INR 792 Off,4.7, (Excellent),97,20%,"['Bar', 'Vehicle Rentals', 'Kitchenette']",Bhopal,9/8/2021,11/8/2021,"3,102"
THE RESIDENCY HOTEL,"₹ 1,826",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 2100 Off,3.6, (Good),231,37%,"['Yoga', 'Lounge', 'Business Centre']",Bhopal,9/8/2021,11/8/2021,"1,826"
Hotel Sangat Regency,"₹ 1,468",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 912 Off,3.9, (Good),266,6%,"['Free Parking', 'Conference Room', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,"1,468"
RK Regency,"₹ 1,880",Khargone | 6.2 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 479 Off,3.3, (Good),436,35%,"['Free Parking', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"1,880"
Hotel Jewel Palace,"₹ 1,911",Zone - 2 | 870 m from Bhopal Habibganj Railway Station,,3.8, (Good),105,28%,"['Free Parking', 'Boat Ride', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"1,911"
HOTEL NAINA PALACE,₹ 553,Near Chetak Bridge | 940 m from ISBT Bus Stop,Exclusive Offer - HDFC Credit Card Users. Get INR 249 Off,4, (Very Good),120,6%,"['Kitchenette', 'Lawn', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,553
Capital O 2642 Skyline Hotel,"₹ 2,345",Gandhinagar | 1.7 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 579 Off,3.7, (Good),130,45%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,"2,345"
Capital O 29355 Hotel Oasis Blue,"₹ 2,048",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 506 Off,3.8, (Good),281,67%,"['Conference Room', 'Kitchenette', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,"2,048"
OYO 61427  Hotel Sanjay,₹ 984,Bhanpur | 7.6 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 243 Off,3.3, (Good),206,51%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhopal,9/8/2021,11/8/2021,984
Hotel Silver Inn,₹ 846,Near Bhopal Junction Station | 790 m from Bhopal Junction Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 216 Off,3.5, (Good),234,51%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Bhopal,9/8/2021,11/8/2021,846
Hotel The Kanha Castle,"₹ 1,194",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 742 Off,4.6, (Excellent),9,51%,"['Business Centre', 'Conference Room', 'ATM']",Bhopal,9/8/2021,11/8/2021,"1,194"
Hotel Nisarga,"₹ 2,077",Near Chetak Bridge,,2.9,,51,6%,"['Free Parking', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"2,077"
Citrus Prime Bhopal by OTHPL,"₹ 2,701",Shri Ram Colony,Exclusive Offer - HDFC Credit Card Users. Get INR 1312 Off,3.2, (Good),87,20%,"['Lounge', 'Free Parking', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"2,701"
Hotel Sangat Plaza,"₹ 1,316",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 335 Off,3.9, (Good),94,28%,"['Conference Room', 'Vehicle Rentals', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,"1,316"
HOTEL ORCHID INN,"₹ 1,580",Arera Colony,Exclusive Offer - HDFC Credit Card Users. Get INR 982 Off,3.6, (Good),59,16%,"['Free Parking', 'ATM', 'Free Wi-Fi']",Bhopal,9/8/2021,11/8/2021,"1,580"
Capital O 1547 Hotel The Oasis,"₹ 1,837",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 454 Off,4, (Very Good),110,6%,"['Conference Room', 'Free Wi-Fi', 'Kitchenette']",Bhopal,9/8/2021,11/8/2021,"1,837"
Hotel K International,"₹ 1,224",Habib Ganj | 410 m from Kushabhau Thakre Inter State Bus Terminal,Exclusive Offer - HDFC Credit Card Users. Get INR 871 Off,3.6, (Good),19,36%,"['Free Parking', 'Conference Room', 'ATM']",Bhopal,9/8/2021,11/8/2021,"1,224"
OYO 11307 Hotel Satya Villas,"₹ 1,458",Zone - 2,Exclusive Offer - HDFC Credit Card Users. Get INR 360 Off,3.5, (Good),180,51%,"['Conference Room', 'Bar', 'Free Wi-Fi']",Bhopal,9/8/2021,11/8/2021,"1,458"
Hotel Shalimar Deluxe,"₹ 1,688",Near Bhopal Junction Station | 480 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 820 Off,4.2, (Very Good),162,42%,"['Free Parking', 'Conference Room', 'ATM']",Bhopal,9/8/2021,11/8/2021,"1,688"
TGI Insignia,"₹ 2,043",Baghmugalia,,2.7,,259,51%,"['Indoor Games', 'Free Parking', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"2,043"
OYO 68417 Hotel Surbhi,"₹ 1,785",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 441 Off,3.3, (Good),356,16%,"['Kitchenette', 'Elevator/Lift', 'Air Conditioning']",Bhopal,9/8/2021,11/8/2021,"1,785"
Rajhans Regency,"₹ 2,229",Zone - 2 | 960 m from Bhopal Habibganj Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 1386 Off,4.5, (Excellent),2,26%,"['Kitchenette', 'Elevator/Lift', 'Room Service']",Bhopal,9/8/2021,11/8/2021,"2,229"
Hotel Royal Palace,₹ 764,Near Bhopal Junction Station | 420 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 768 Off,3.5, (Good),53,51%,"['Free Parking', 'ATM', 'Free Wi-Fi']",Bhopal,9/8/2021,11/8/2021,764
Hotel PR Plaza,₹ 325,Peer Gate Area,,4, (Very Good),100,20%,"['Kitchenette', 'Air Conditioning', 'Room Service']",Bhopal,9/8/2021,11/8/2021,325
OYO 30359 Vinayak Hospitality Services,₹ 890,Habib Ganj,Exclusive Offer - HDFC Credit Card Users. Get INR 220 Off,3.7, (Good),172,31%,"['Kitchenette', 'Air Conditioning', 'Room Service']",Bhopal,9/8/2021,11/8/2021,890
Capital O 27658 Hotel New Mohit Regency,"₹ 2,279",Zone - 2 | 980 m from Bhopal Habibganj Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 563 Off,3.8, (Good),80,19%,"['Conference Room', 'Free Wi-Fi', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,"2,279"
Park Hotel,₹ 809,Near New Market | 460 m from New Market,Exclusive Offer - HDFC Credit Card Users. Get INR 687 Off,2.7,,17,51%,"['Free Parking', 'Vehicle Rentals', 'Air Conditioning']",Bhopal,9/8/2021,11/8/2021,809
Hotel Sonali Regency,₹ 978,Near Bhopal Junction Station | 490 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 1125 Off,3.3, (Good),27,51%,"['Lounge', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,978
OYO 12127 Radhika Palace,"₹ 1,592",Kolar Road | 18.8 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 393 Off,,,,48%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Bhopal,9/8/2021,11/8/2021,"1,592"
OYO 27866 Hotel Gud Stay,"₹ 1,869",Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 462 Off,3.3, (Good),276,35%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Bhopal,9/8/2021,11/8/2021,"1,869"
Capital O 8650 Hotel Johri Residency,"₹ 2,231",Near New Market | 720 m from New Market,Exclusive Offer - HDFC Credit Card Users. Get INR 551 Off,3.7, (Good),62,51%,"['Kids Play Area', 'Conference Room', 'Bar']",Bhopal,9/8/2021,11/8/2021,"2,231"
The Park View,₹ 812,Arera Colony,Exclusive Offer - HDFC Credit Card Users. Get INR 817 Off,3, (Good),99,51%,"['Free Parking', 'Kitchenette', 'Air Conditioning']",Bhopal,9/8/2021,11/8/2021,812
HOTEL  SHIVALIK  GOLD,₹ 514,Railway Colony | 560 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 231 Off,3.6, (Good),192,51%,"['Bar', 'Free Wi-Fi', 'Kitchenette']",Bhopal,9/8/2021,11/8/2021,514
Hotel Sangam,"₹ 1,520",Near Bhopal Junction Station | 530 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 738 Off,3.8, (Good),34,38%,"['Butler Services', 'Free Parking', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"1,520"
OYO 65538 Hotel Green Valley Palace,"₹ 1,512",Indrapuri | 17.0 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 373 Off,2.3,,32,14%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhopal,9/8/2021,11/8/2021,"1,512"
The Majestic Suites,"₹ 1,072",Lalghati | 5.9 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 273 Off,4.2, (Very Good),129,16%,"['Caretaker', 'Living Room', 'Free Parking']",Bhopal,9/8/2021,11/8/2021,"1,072"
Hotel Tulsi Exotic,"₹ 1,870",Zone - 2 | 830 m from Bhopal Habibganj Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 1450 Off,3.7, (Good),7,51%,"['Outdoor Sports', 'Free Parking', 'Business Centre']",Bhopal,9/8/2021,11/8/2021,"1,870"
OYO Flagship 76664 Hotel Smriti Grand,"₹ 1,244",Gulmohar Colony,Exclusive Offer - HDFC Credit Card Users. Get INR 307 Off,3.7, (Good),17,11%,"['Kitchenette', 'Air Conditioning', 'Room Service']",Bhopal,9/8/2021,11/8/2021,"1,244"
Hotel Pukhraj,"₹ 1,081",Zone - 2 | 180 m from Bhopal Habibganj Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 276 Off,2.9,,87,25%,"['Free Parking', 'Kitchenette', 'Room Service']",Bhopal,9/8/2021,11/8/2021,"1,081"
hotel suraj palace,₹ 979,Lalghati | 3.8 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 475 Off,4, (Very Good),41,51%,"['Indoor Games', 'Free Wi-Fi', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,979
Hotel G Shy,"₹ 1,453",Zone - 2,Exclusive Offer - HDFC Credit Card Users. Get INR 903 Off,3, (Good),12,6%,"['Free Parking', 'ATM', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,"1,453"
Hotel Lake Princess,"₹ 1,082",Zone - 2 | 930 m from Bhopal Habibganj Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 839 Off,3.1, (Good),40,32%,"['Free Parking', 'Conference Room', 'Bar']",Bhopal,9/8/2021,11/8/2021,"1,082"
Hotel Stay Casa,"₹ 2,923",Arera Colony,Exclusive Offer - HDFC Credit Card Users. Get INR 1817 Off,3.4, (Good),61,34%,"['Indoor Games', 'Outdoor Sports', 'Kids Play Area']",Bhopal,9/8/2021,11/8/2021,"2,923"
HOTEL PANCHANAN,₹ 771,Zone - 2,Exclusive Offer - HDFC Credit Card Users. Get INR 347 Off,3.7, (Good),27,44%,"['Free Parking', 'Lawn', 'Room Service']",Bhopal,9/8/2021,11/8/2021,771
OYO 33423 Tunez,₹ 913,Gulmohar Colony,Exclusive Offer - HDFC Credit Card Users. Get INR 225 Off,4, (Very Good),2,43%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Bhopal,9/8/2021,11/8/2021,913
The Ten Suites,"₹ 3,345",Near Bhopal Junction Station,Exclusive Offer - HDFC Credit Card Users. Get INR 1218 Off,3.4, (Good),172,32%,"['Free Parking', 'Bakery', 'Free Wi-Fi']",Bhopal,9/8/2021,11/8/2021,"3,345"
OYO 35397 Nisha Nest,"₹ 1,088",Lalghati | 4.7 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 269 Off,4.4, (Very Good),56,51%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Bhopal,9/8/2021,11/8/2021,"1,088"
Hotel Thakur Ji,₹ 225,Near Bhopal Junction Station | 510 m from Bhopal Bus Stand,,4.4, (Very Good),28,11%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Bhopal,9/8/2021,11/8/2021,225
AAMI VALLEY RESORT,"₹ 5,640",Amoni,Exclusive Offer - HDFC Credit Card Users. Get INR 1439 Off,3.8, (Good),90,51%,"['Kids Play Area', 'Free Wi-Fi', 'Outdoor Sports']",Bhopal,9/8/2021,11/8/2021,"5,640"
OYO 23058 Hotel Aditya Regency,₹ 984,Near Bhopal Junction Station,Exclusive Offer - HDFC Credit Card Users. Get INR 243 Off,3.4, (Good),30,10%,"['Conference Room', 'Free Wi-Fi', 'Kitchenette']",Bhopal,9/8/2021,11/8/2021,984
Hotel Redsea Plaza,₹ 530,Railway Colony | 220 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 298 Off,4, (Very Good),20,6%,"['Business Centre', 'Elevator/Lift', 'Air Conditioning']",Bhopal,9/8/2021,11/8/2021,530
Hotel Tilak,"₹ 1,326",Zone - 2,Exclusive Offer - HDFC Credit Card Users. Get INR 824 Off,3.4, (Good),47,51%,"['Free Parking', 'Conference Room', 'ATM']",Bhopal,9/8/2021,11/8/2021,"1,326"
Holiday Homes & Resort,₹ 940,Ratibad | 17.4 km from city centre,Exclusive Offer - HDFC Credit Card Users. Get INR 240 Off,2.9,,36,19%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Bhopal,9/8/2021,11/8/2021,940
Hotel Ganga Regency,₹ 651,Near Bhopal Junction Station | 530 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 835 Off,3.5, (Good),147,28%,"['Business Centre', 'Conference Room', 'ATM']",Bhopal,9/8/2021,11/8/2021,651
HOTEL RANJEET,"₹ 1,433",Near Bhopal Junction Station | 380 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 891 Off,4.6, (Excellent),8,15%,"['Lounge', 'Free Parking', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"1,433"
Smriti Star,"₹ 1,751",Zone - 2,Exclusive Offer - HDFC Credit Card Users. Get INR 1088 Off,3.2, (Good),15,37%,"['Butler Services', 'Free Parking', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"1,751"
The Lake Bourbon,"₹ 2,085",Kopal | 18.0 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 1616 Off,3.6, (Good),41,20%,"['Power Backup', 'Free Parking', 'Balcony/Terrace']",Bhopal,9/8/2021,11/8/2021,"2,085"
hotel rajhans,₹ 848,Peer Gate Area,Exclusive Offer - HDFC Credit Card Users. Get INR 382 Off,1.8,,4,30%,"['Lounge', 'Butler Services', 'Tours and Treks']",Bhopal,9/8/2021,11/8/2021,848
Hotel Morya Regency,"₹ 1,266",Railway Colony | 360 m from Bhopal Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 615 Off,2,,2,55%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Bhopal,9/8/2021,11/8/2021,"1,266"
Woods Inn Resort (Aero),"₹ 3,292",Gandhinagar | 3.9 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 1599 Off,3.2, (Good),15,14%,"['Kids Play Area', 'Lawn', 'Air Conditioning']",Bhopal,9/8/2021,11/8/2021,"3,292"
lakehills serviced apartment,"₹ 2,162",Kohefiza | 7.8 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 552 Off,3, (Good),143,49%,"['Kitchenette', 'Caretaker', 'Living Room']",Bhopal,9/8/2021,11/8/2021,"2,162"
"MPT Lake View Residency, Bhopal","₹ 4,832",Shymala Hills,Exclusive Offer - HDFC Credit Card Users. Get INR 1233 Off,3.3, (Good),13,16%,"['Free Parking', 'Conference Room', 'Bar']",Bhopal,9/8/2021,11/8/2021,"4,832"
OYO 22655 Hotel Midtown,₹ 926,TT Nagar | 710 m from New Market,Exclusive Offer - HDFC Credit Card Users. Get INR 229 Off,4, (Very Good),5,10%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhopal,9/8/2021,11/8/2021,926
OYO 13376 Hotel Shri Vilas,"₹ 1,497",Shahpura | 310 m from Bansal Hospital Bhopal ! A Multispecialty Hospital,Exclusive Offer - HDFC Credit Card Users. Get INR 370 Off,3.9, (Good),55,6%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,"1,497"
Tulsi Casa,"₹ 2,703",Zone - 2,Exclusive Offer - HDFC Credit Card Users. Get INR 1680 Off,2.9,,23,51%,"['Free Parking', 'Business Centre', 'Conference Room']",Bhopal,9/8/2021,11/8/2021,"2,703"
OYO 13134 Grand Regency,"₹ 1,431",Kolar Road | 19.1 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 353 Off,3.7, (Good),59,51%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,"1,431"
Hotel Royal Atlantis,"₹ 2,141",Lalghati | 5.0 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 780 Off,3.4, (Good),61,20%,"['Lounge', 'Free Parking', 'Boat Ride']",Bhopal,9/8/2021,11/8/2021,"2,141"
Baniyan Tree Farms,"₹ 1,692",Bisankhedi,Exclusive Offer - HDFC Credit Card Users. Get INR 432 Off,3.4, (Good),67,51%,"['Kitchenette', 'Caretaker', 'Living Room']",Bhopal,9/8/2021,11/8/2021,"1,692"
Hotel Midland,"₹ 1,015",Near Chetak Bridge | 800 m from ISBT Bus Stop,,3, (Good),7,11%,"['Free Parking', 'Conference Room', 'Vehicle Rentals']",Bhopal,9/8/2021,11/8/2021,"1,015"
Hotel Signetic Blue,"₹ 1,612",Zone - 2,Exclusive Offer - HDFC Credit Card Users. Get INR 1001 Off,2.6,,7,6%,"['Lounge', 'Butler Services', 'Free Parking']",Bhopal,9/8/2021,11/8/2021,"1,612"
Hotel Udit Plaza,₹ 956,Near Chetak Bridge,Exclusive Offer - HDFC Credit Card Users. Get INR 594 Off,3.8, (Good),150,32%,"['Free Parking', 'ATM', 'Free Wi-Fi']",Bhopal,9/8/2021,11/8/2021,956
Grand Ashirwad Beacon,"₹ 2,026",Habib Ganj | 310 m from Kushabhau Thakre Inter State Bus Terminal,Exclusive Offer - HDFC Credit Card Users. Get INR 984 Off,3.4, (Good),127,27%,"['Lounge', 'Free Parking', 'Business Centre']",Bhopal,9/8/2021,11/8/2021,"2,026"
"Hotel Brij Palace, Bhopal","₹ 1,074",Malviya Nagar | 610 m from New Market,Exclusive Offer - HDFC Credit Card Users. Get INR 667 Off,3.3, (Good),35,20%,"['Conference Room', 'Free Wi-Fi', 'Elevator/Lift']",Bhopal,9/8/2021,11/8/2021,"1,074"
Hotel Surendra Vilas (Pure Veg),"₹ 3,730",Maharana Pratap Nagar | 840 m from DB City Mall,Exclusive Offer - HDFC Credit Card Users. Get INR 1811 Off,3.6, (Good),42,16%,"['Free Parking', 'Conference Room', 'Bar']",Bhopal,9/8/2021,11/8/2021,"3,730"
OYO 5799 Hotel Plaza Inn,"₹ 1,279",Lalghati | 4.3 km from Raja Bhoj International,Exclusive Offer - HDFC Credit Card Users. Get INR 316 Off,3.2, (Good),17,40%,"['Air Conditioning', 'Room Service', 'Power Backup']",Bhopal,9/8/2021,11/8/2021,"1,279"
